"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","PPP","TOT","NATUSD","A","2018",4.229198,
"CHN","PPP","TOT","NATUSD","A","2019",4.20834,
"CHN","PPP","TOT","NATUSD","A","2020",4.178659,
"CHN","PPP","TOT","NATUSD","A","2021",4.187342,
"CHN","PPP","TOT","NATUSD","A","2022",4.021865,
"COL","PPP","TOT","NATUSD","A","1975",12.2274,
"COL","PPP","TOT","NATUSD","A","1976",14.641665,
"COL","PPP","TOT","NATUSD","A","1977",17.928863,
"COL","PPP","TOT","NATUSD","A","1978",19.753489,
"COL","PPP","TOT","NATUSD","A","1979",22.783081,
"COL","PPP","TOT","NATUSD","A","1980",26.842747,
"COL","PPP","TOT","NATUSD","A","1981",30.319032,
"COL","PPP","TOT","NATUSD","A","1982",35.876317,
"COL","PPP","TOT","NATUSD","A","1983",41.854905,
"COL","PPP","TOT","NATUSD","A","1984",49.705013,
"COL","PPP","TOT","NATUSD","A","1985",60.599062,
"COL","PPP","TOT","NATUSD","A","1986",77.296983,
"COL","PPP","TOT","NATUSD","A","1987",93.719844,
"COL","PPP","TOT","NATUSD","A","1988",116.417231,
"COL","PPP","TOT","NATUSD","A","1989",140.635534,
"COL","PPP","TOT","NATUSD","A","1990",137.334953,
"COL","PPP","TOT","NATUSD","A","1991",168.679453,
"COL","PPP","TOT","NATUSD","A","1992",203.818544,
"COL","PPP","TOT","NATUSD","A","1993",248.512945,
"COL","PPP","TOT","NATUSD","A","1994",308.382512,
"COL","PPP","TOT","NATUSD","A","1995",368.204539,
"COL","PPP","TOT","NATUSD","A","1996",432.881756,
"COL","PPP","TOT","NATUSD","A","1997",508.11811,
"COL","PPP","TOT","NATUSD","A","1998",588.528522,
"COL","PPP","TOT","NATUSD","A","1999",667.754506,
"COL","PPP","TOT","NATUSD","A","2000",743.254866,
"COL","PPP","TOT","NATUSD","A","2001",779.778986,
"COL","PPP","TOT","NATUSD","A","2002",819.642123,
"COL","PPP","TOT","NATUSD","A","2003",878.84745,
"COL","PPP","TOT","NATUSD","A","2004",922.900219,
"COL","PPP","TOT","NATUSD","A","2005",961.019959,
"COL","PPP","TOT","NATUSD","A","2006",986.396773,
"COL","PPP","TOT","NATUSD","A","2007",1010.402682,
"COL","PPP","TOT","NATUSD","A","2008",1067.501015,
"COL","PPP","TOT","NATUSD","A","2009",1103.811854,
"COL","PPP","TOT","NATUSD","A","2010",1132.203391,
"COL","PPP","TOT","NATUSD","A","2011",1179.998238,
"COL","PPP","TOT","NATUSD","A","2012",1215.696024,
"COL","PPP","TOT","NATUSD","A","2013",1218.821028,
"COL","PPP","TOT","NATUSD","A","2014",1232.8894,
"COL","PPP","TOT","NATUSD","A","2015",1289.323671,
"COL","PPP","TOT","NATUSD","A","2016",1298.142605,
"COL","PPP","TOT","NATUSD","A","2017",1328.016627,
"COL","PPP","TOT","NATUSD","A","2018",1322.160543,
"COL","PPP","TOT","NATUSD","A","2019",1330.757328,
"COL","PPP","TOT","NATUSD","A","2020",1297.100384,
"COL","PPP","TOT","NATUSD","A","2021",1353.37981,
"COL","PPP","TOT","NATUSD","A","2022",1440.025311,
"EST","PPP","TOT","NATUSD","A","1993",0.174579,
"EST","PPP","TOT","NATUSD","A","1994",0.238735,
"EST","PPP","TOT","NATUSD","A","1995",0.307392,
"EST","PPP","TOT","NATUSD","A","1996",0.377206,
"EST","PPP","TOT","NATUSD","A","1997",0.409496,
"EST","PPP","TOT","NATUSD","A","1998",0.43541,
"EST","PPP","TOT","NATUSD","A","1999",0.462332,
"EST","PPP","TOT","NATUSD","A","2000",0.468829,
"EST","PPP","TOT","NATUSD","A","2001",0.487919,
"EST","PPP","TOT","NATUSD","A","2002",0.486245,
"EST","PPP","TOT","NATUSD","A","2003",0.485748,
"EST","PPP","TOT","NATUSD","A","2004",0.493646,
"EST","PPP","TOT","NATUSD","A","2005",0.503328,
"EST","PPP","TOT","NATUSD","A","2006",0.520825,
"EST","PPP","TOT","NATUSD","A","2007",0.551112,
"EST","PPP","TOT","NATUSD","A","2008",0.545055,
"EST","PPP","TOT","NATUSD","A","2009",0.517114,
"EST","PPP","TOT","NATUSD","A","2010",0.512123,
"EST","PPP","TOT","NATUSD","A","2011",0.5116,
"EST","PPP","TOT","NATUSD","A","2012",0.521063,
"EST","PPP","TOT","NATUSD","A","2013",0.522424,
"EST","PPP","TOT","NATUSD","A","2014",0.52689,
"EST","PPP","TOT","NATUSD","A","2015",0.53758,
"EST","PPP","TOT","NATUSD","A","2016",0.527849,
"EST","PPP","TOT","NATUSD","A","2017",0.534908,
"EST","PPP","TOT","NATUSD","A","2018",0.538757,
"EST","PPP","TOT","NATUSD","A","2019",0.536428,
"EST","PPP","TOT","NATUSD","A","2020",0.523753,
"EST","PPP","TOT","NATUSD","A","2021",0.543421,
"EST","PPP","TOT","NATUSD","A","2022",0.569293,
"IND","PPP","TOT","NATUSD","A","1970",2.847075,
"IND","PPP","TOT","NATUSD","A","1971",2.849501,
"IND","PPP","TOT","NATUSD","A","1972",3.025621,
"IND","PPP","TOT","NATUSD","A","1973",3.382865,
"IND","PPP","TOT","NATUSD","A","1974",3.599771,
"IND","PPP","TOT","NATUSD","A","1975",3.217223,
"IND","PPP","TOT","NATUSD","A","1976",3.22959,
"IND","PPP","TOT","NATUSD","A","1977",3.224656,
"IND","PPP","TOT","NATUSD","A","1978",3.081847,
"IND","PPP","TOT","NATUSD","A","1979",3.265358,
"IND","PPP","TOT","NATUSD","A","1980",3.347865,
"IND","PPP","TOT","NATUSD","A","1981",3.379142,
"IND","PPP","TOT","NATUSD","A","1982",3.429847,
"IND","PPP","TOT","NATUSD","A","1983",3.596462,
"IND","PPP","TOT","NATUSD","A","1984",3.732936,
"IND","PPP","TOT","NATUSD","A","1985",3.85735,
"IND","PPP","TOT","NATUSD","A","1986",4.421835,
"IND","PPP","TOT","NATUSD","A","1987",4.717656,
"IND","PPP","TOT","NATUSD","A","1988",4.932062,
"IND","PPP","TOT","NATUSD","A","1989",5.146414,
"IND","PPP","TOT","NATUSD","A","1990",5.495992,
"IND","PPP","TOT","NATUSD","A","1991",6.047286,
"IND","PPP","TOT","NATUSD","A","1992",6.442613,
"IND","PPP","TOT","NATUSD","A","1993",6.914083,
"IND","PPP","TOT","NATUSD","A","1994",7.445126,
"IND","PPP","TOT","NATUSD","A","1995",7.953088,
"IND","PPP","TOT","NATUSD","A","1996",8.401703,
"IND","PPP","TOT","NATUSD","A","1997",8.794171,
"IND","PPP","TOT","NATUSD","A","1998",9.392878,
"IND","PPP","TOT","NATUSD","A","1999",9.546556,
"IND","PPP","TOT","NATUSD","A","2000",9.675326,
"IND","PPP","TOT","NATUSD","A","2001",9.766415,
"IND","PPP","TOT","NATUSD","A","2002",9.973858,
"IND","PPP","TOT","NATUSD","A","2003",10.159126,
"IND","PPP","TOT","NATUSD","A","2004",10.459989,
"IND","PPP","TOT","NATUSD","A","2005",10.712126,
"IND","PPP","TOT","NATUSD","A","2006",11.264471,
"IND","PPP","TOT","NATUSD","A","2007",11.729724,
"IND","PPP","TOT","NATUSD","A","2008",12.567122,
"IND","PPP","TOT","NATUSD","A","2009",13.366222,
"IND","PPP","TOT","NATUSD","A","2010",14.597721,
"IND","PPP","TOT","NATUSD","A","2011",15.549549,
"IND","PPP","TOT","NATUSD","A","2012",16.160835,
"IND","PPP","TOT","NATUSD","A","2013",17.342325,
"IND","PPP","TOT","NATUSD","A","2014",18.386549,
"IND","PPP","TOT","NATUSD","A","2015",19.235003,
"IND","PPP","TOT","NATUSD","A","2016",19.898727,
"IND","PPP","TOT","NATUSD","A","2017",20.647793,
"IND","PPP","TOT","NATUSD","A","2018",20.949321,
"IND","PPP","TOT","NATUSD","A","2019",21.073227,
"IND","PPP","TOT","NATUSD","A","2020",21.988508,
"IND","PPP","TOT","NATUSD","A","2021",23.215293,
"IND","PPP","TOT","NATUSD","A","2022",24.059486,
"IDN","PPP","TOT","NATUSD","A","1980",272.368,
"IDN","PPP","TOT","NATUSD","A","1981",260.402,
"IDN","PPP","TOT","NATUSD","A","1982",257.744,
"IDN","PPP","TOT","NATUSD","A","1983",296.536,
"IDN","PPP","TOT","NATUSD","A","1984",309.313,
"IDN","PPP","TOT","NATUSD","A","1985",315.658,
"IDN","PPP","TOT","NATUSD","A","1986",309.437,
"IDN","PPP","TOT","NATUSD","A","1987",349.247,
"IDN","PPP","TOT","NATUSD","A","1988",363.18,
"IDN","PPP","TOT","NATUSD","A","1989",390.346,
"IDN","PPP","TOT","NATUSD","A","1990",349.76306,
"IDN","PPP","TOT","NATUSD","A","1991",368.451897,
"IDN","PPP","TOT","NATUSD","A","1992",386.499841,
"IDN","PPP","TOT","NATUSD","A","1993",449.861286,
"IDN","PPP","TOT","NATUSD","A","1994",474.708048,
"IDN","PPP","TOT","NATUSD","A","1995",510.905725,
"IDN","PPP","TOT","NATUSD","A","1996",545.251137,
"IDN","PPP","TOT","NATUSD","A","1997",603.391635,
"IDN","PPP","TOT","NATUSD","A","1998",1045.800738,
"IDN","PPP","TOT","NATUSD","A","1999",1177.307625,
"IDN","PPP","TOT","NATUSD","A","2000",1386.6225,
"IDN","PPP","TOT","NATUSD","A","2001",1549.930902,
"IDN","PPP","TOT","NATUSD","A","2002",1616.127771,
"IDN","PPP","TOT","NATUSD","A","2003",1671.816675,
"IDN","PPP","TOT","NATUSD","A","2004",1767.32689,
"IDN","PPP","TOT","NATUSD","A","2005",1959.17998,
"IDN","PPP","TOT","NATUSD","A","2006",2168.274083,
"IDN","PPP","TOT","NATUSD","A","2007",2348.910981,
"IDN","PPP","TOT","NATUSD","A","2008",2723.007031,
"IDN","PPP","TOT","NATUSD","A","2009",2929.552019,
"IDN","PPP","TOT","NATUSD","A","2010",3336.628125,
"IDN","PPP","TOT","NATUSD","A","2011",3512.753906,
"IDN","PPP","TOT","NATUSD","A","2012",3569.892578,
"IDN","PPP","TOT","NATUSD","A","2013",3765.671875,
"IDN","PPP","TOT","NATUSD","A","2014",4030.774658,
"IDN","PPP","TOT","NATUSD","A","2015",4353.327148,
"IDN","PPP","TOT","NATUSD","A","2016",4518.104004,
"IDN","PPP","TOT","NATUSD","A","2017",4695.658691,
"IDN","PPP","TOT","NATUSD","A","2018",4761.208348,
"IDN","PPP","TOT","NATUSD","A","2019",4752.310403,
"IDN","PPP","TOT","NATUSD","A","2020",4675.215536,
"IDN","PPP","TOT","NATUSD","A","2021",4758.700957,
"IDN","PPP","TOT","NATUSD","A","2022",4934.262314,
"ISR","PPP","TOT","NATUSD","A","1977",0.000783,
"ISR","PPP","TOT","NATUSD","A","1978",0.001143,
"ISR","PPP","TOT","NATUSD","A","1979",0.001866,
"ISR","PPP","TOT","NATUSD","A","1980",0.003858,
"ISR","PPP","TOT","NATUSD","A","1981",0.007916,
"ISR","PPP","TOT","NATUSD","A","1982",0.016942,
"ISR","PPP","TOT","NATUSD","A","1983",0.040746,
"ISR","PPP","TOT","NATUSD","A","1984",0.190644,
"ISR","PPP","TOT","NATUSD","A","1985",0.673664,
"ISR","PPP","TOT","NATUSD","A","1986",0.991603,
"ISR","PPP","TOT","NATUSD","A","1987",1.16294,
"ISR","PPP","TOT","NATUSD","A","1988",1.338602,
"ISR","PPP","TOT","NATUSD","A","1989",1.529017,
"ISR","PPP","TOT","NATUSD","A","1990",1.70866,
"ISR","PPP","TOT","NATUSD","A","1991",1.985465,
"ISR","PPP","TOT","NATUSD","A","1992",2.175302,
"ISR","PPP","TOT","NATUSD","A","1993",2.360594,
"ISR","PPP","TOT","NATUSD","A","1994",2.601021,
"ISR","PPP","TOT","NATUSD","A","1995",2.778649,
"ISR","PPP","TOT","NATUSD","A","1996",2.98048,
"ISR","PPP","TOT","NATUSD","A","1997",3.166904,
"ISR","PPP","TOT","NATUSD","A","1998",3.347042,
"ISR","PPP","TOT","NATUSD","A","1999",3.504641,
"ISR","PPP","TOT","NATUSD","A","2000",3.433306,
"ISR","PPP","TOT","NATUSD","A","2001",3.41632,
"ISR","PPP","TOT","NATUSD","A","2002",3.462676,
"ISR","PPP","TOT","NATUSD","A","2003",3.626385,
"ISR","PPP","TOT","NATUSD","A","2004",3.536061,
"ISR","PPP","TOT","NATUSD","A","2005",3.716937,
"ISR","PPP","TOT","NATUSD","A","2006",3.805817,
"ISR","PPP","TOT","NATUSD","A","2007",3.737526,
"ISR","PPP","TOT","NATUSD","A","2008",3.867205,
"ISR","PPP","TOT","NATUSD","A","2009",3.990633,
"ISR","PPP","TOT","NATUSD","A","2010",3.990075,
"ISR","PPP","TOT","NATUSD","A","2011",3.944763,
"ISR","PPP","TOT","NATUSD","A","2012",3.955358,
"ISR","PPP","TOT","NATUSD","A","2013",3.839566,
"ISR","PPP","TOT","NATUSD","A","2014",3.940387,
"ISR","PPP","TOT","NATUSD","A","2015",3.923925,
"ISR","PPP","TOT","NATUSD","A","2016",3.788511,
"ISR","PPP","TOT","NATUSD","A","2017",3.751633,
"ISR","PPP","TOT","NATUSD","A","2018",3.784664,
"ISR","PPP","TOT","NATUSD","A","2019",3.87061,
"ISR","PPP","TOT","NATUSD","A","2020",3.83848,
"ISR","PPP","TOT","NATUSD","A","2021",3.824142,
"ISR","PPP","TOT","NATUSD","A","2022",3.733137,
"RUS","PPP","TOT","NATUSD","A","1995",1.71517,
"RUS","PPP","TOT","NATUSD","A","1996",2.455975,
"RUS","PPP","TOT","NATUSD","A","1997",2.778421,
"RUS","PPP","TOT","NATUSD","A","1998",3.258399,
"RUS","PPP","TOT","NATUSD","A","1999",5.539641,
"RUS","PPP","TOT","NATUSD","A","2000",7.301404,
"RUS","PPP","TOT","NATUSD","A","2001",8.322817,
"RUS","PPP","TOT","NATUSD","A","2002",9.273504,
"RUS","PPP","TOT","NATUSD","A","2003",9.866787,
"RUS","PPP","TOT","NATUSD","A","2004",11.556843,
"RUS","PPP","TOT","NATUSD","A","2005",12.736131,
"RUS","PPP","TOT","NATUSD","A","2006",12.618288,
"RUS","PPP","TOT","NATUSD","A","2007",13.984503,
"RUS","PPP","TOT","NATUSD","A","2008",14.341196,
"RUS","PPP","TOT","NATUSD","A","2009",14.016913,
"RUS","PPP","TOT","NATUSD","A","2010",15.821142,
"RUS","PPP","TOT","NATUSD","A","2011",18.443729,
"RUS","PPP","TOT","NATUSD","A","2012",19.56826,
"RUS","PPP","TOT","NATUSD","A","2013",19.505592,
"RUS","PPP","TOT","NATUSD","A","2014",20.998875,
"RUS","PPP","TOT","NATUSD","A","2015",23.562632,
"RUS","PPP","TOT","NATUSD","A","2016",24.192337,
"RUS","PPP","TOT","NATUSD","A","2017",24.124181,
"RUS","PPP","TOT","NATUSD","A","2018",24.542904,
"RUS","PPP","TOT","NATUSD","A","2019",24.838261,
"RUS","PPP","TOT","NATUSD","A","2020",24.492859,
"RUS","PPP","TOT","NATUSD","A","2021",27.245891,
"RUS","PPP","TOT","NATUSD","A","2022",28.80409,
"SVN","PPP","TOT","NATUSD","A","1990",0.034723,
"SVN","PPP","TOT","NATUSD","A","1991",0.06547,
"SVN","PPP","TOT","NATUSD","A","1992",0.197269,
"SVN","PPP","TOT","NATUSD","A","1993",0.264154,
"SVN","PPP","TOT","NATUSD","A","1994",0.317054,
"SVN","PPP","TOT","NATUSD","A","1995",0.389433,
"SVN","PPP","TOT","NATUSD","A","1996",0.426911,
"SVN","PPP","TOT","NATUSD","A","1997",0.455886,
"SVN","PPP","TOT","NATUSD","A","1998",0.482489,
"SVN","PPP","TOT","NATUSD","A","1999",0.508506,
"SVN","PPP","TOT","NATUSD","A","2000",0.526477,
"SVN","PPP","TOT","NATUSD","A","2001",0.560157,
"SVN","PPP","TOT","NATUSD","A","2002",0.583286,
"SVN","PPP","TOT","NATUSD","A","2003",0.60786,
"SVN","PPP","TOT","NATUSD","A","2004",0.607826,
"SVN","PPP","TOT","NATUSD","A","2005",0.610135,
"SVN","PPP","TOT","NATUSD","A","2006",0.609723,
"SVN","PPP","TOT","NATUSD","A","2007",0.630285,
"SVN","PPP","TOT","NATUSD","A","2008",0.633789,
"SVN","PPP","TOT","NATUSD","A","2009",0.645468,
"SVN","PPP","TOT","NATUSD","A","2010",0.637932,
"SVN","PPP","TOT","NATUSD","A","2011",0.62397,
"SVN","PPP","TOT","NATUSD","A","2012",0.606793,
"SVN","PPP","TOT","NATUSD","A","2013",0.590407,
"SVN","PPP","TOT","NATUSD","A","2014",0.591238,
"SVN","PPP","TOT","NATUSD","A","2015",0.595298,
"SVN","PPP","TOT","NATUSD","A","2016",0.577106,
"SVN","PPP","TOT","NATUSD","A","2017",0.570149,
"SVN","PPP","TOT","NATUSD","A","2018",0.567612,
"SVN","PPP","TOT","NATUSD","A","2019",0.552156,
"SVN","PPP","TOT","NATUSD","A","2020",0.547199,
"SVN","PPP","TOT","NATUSD","A","2021",0.563187,
"SVN","PPP","TOT","NATUSD","A","2022",0.551638,
"ZAF","PPP","TOT","NATUSD","A","1970",0.264638,
"ZAF","PPP","TOT","NATUSD","A","1971",0.267003,
"ZAF","PPP","TOT","NATUSD","A","1972",0.284232,
"ZAF","PPP","TOT","NATUSD","A","1973",0.319083,
"ZAF","PPP","TOT","NATUSD","A","1974",0.339394,
"ZAF","PPP","TOT","NATUSD","A","1975",0.344235,
"ZAF","PPP","TOT","NATUSD","A","1976",0.360337,
"ZAF","PPP","TOT","NATUSD","A","1977",0.377132,
"ZAF","PPP","TOT","NATUSD","A","1978",0.393263,
"ZAF","PPP","TOT","NATUSD","A","1979",0.417844,
"ZAF","PPP","TOT","NATUSD","A","1980",0.478568,
"ZAF","PPP","TOT","NATUSD","A","1981",0.481509,
"ZAF","PPP","TOT","NATUSD","A","1982",0.51691,
"ZAF","PPP","TOT","NATUSD","A","1983",0.579614,
"ZAF","PPP","TOT","NATUSD","A","1984",0.62364,
"ZAF","PPP","TOT","NATUSD","A","1985",0.70617,
"ZAF","PPP","TOT","NATUSD","A","1986",0.810963,
"ZAF","PPP","TOT","NATUSD","A","1987",0.905983,
"ZAF","PPP","TOT","NATUSD","A","1988",1.00769,
"ZAF","PPP","TOT","NATUSD","A","1989",1.136695,
"ZAF","PPP","TOT","NATUSD","A","1990",1.258557,
"ZAF","PPP","TOT","NATUSD","A","1991",1.407964,
"ZAF","PPP","TOT","NATUSD","A","1992",1.579144,
"ZAF","PPP","TOT","NATUSD","A","1993",1.742831,
"ZAF","PPP","TOT","NATUSD","A","1994",1.873827,
"ZAF","PPP","TOT","NATUSD","A","1995",2.034262,
"ZAF","PPP","TOT","NATUSD","A","1996",2.157941,
"ZAF","PPP","TOT","NATUSD","A","1997",2.293984,
"ZAF","PPP","TOT","NATUSD","A","1998",2.451646,
"ZAF","PPP","TOT","NATUSD","A","1999",2.584119,
"ZAF","PPP","TOT","NATUSD","A","2000",2.758894,
"ZAF","PPP","TOT","NATUSD","A","2001",2.908572,
"ZAF","PPP","TOT","NATUSD","A","2002",3.223016,
"ZAF","PPP","TOT","NATUSD","A","2003",3.362784,
"ZAF","PPP","TOT","NATUSD","A","2004",3.472747,
"ZAF","PPP","TOT","NATUSD","A","2005",3.555619,
"ZAF","PPP","TOT","NATUSD","A","2006",3.658372,
"ZAF","PPP","TOT","NATUSD","A","2007",3.855828,
"ZAF","PPP","TOT","NATUSD","A","2008",4.080267,
"ZAF","PPP","TOT","NATUSD","A","2009",4.405504,
"ZAF","PPP","TOT","NATUSD","A","2010",4.61997,
"ZAF","PPP","TOT","NATUSD","A","2011",4.776628,
"ZAF","PPP","TOT","NATUSD","A","2012",5.107817,
"ZAF","PPP","TOT","NATUSD","A","2013",5.295738,
"ZAF","PPP","TOT","NATUSD","A","2014",5.571891,
"ZAF","PPP","TOT","NATUSD","A","2015",5.825256,
"ZAF","PPP","TOT","NATUSD","A","2016",6.159093,
"ZAF","PPP","TOT","NATUSD","A","2017",6.426701,
"ZAF","PPP","TOT","NATUSD","A","2018",6.51186,
"ZAF","PPP","TOT","NATUSD","A","2019",6.694147,
"ZAF","PPP","TOT","NATUSD","A","2020",6.990961,
"ZAF","PPP","TOT","NATUSD","A","2021",7.129474,
"ZAF","PPP","TOT","NATUSD","A","2022",6.981046,
"DEW","PPP","TOT","NATUSD","A","1960",1.242774,
"DEW","PPP","TOT","NATUSD","A","1961",1.288992,
"DEW","PPP","TOT","NATUSD","A","1962",1.309573,
"DEW","PPP","TOT","NATUSD","A","1963",1.330448,
"DEW","PPP","TOT","NATUSD","A","1964",1.346592,
"DEW","PPP","TOT","NATUSD","A","1965",1.358786,
"DEW","PPP","TOT","NATUSD","A","1966",1.358207,
"DEW","PPP","TOT","NATUSD","A","1967",1.340967,
"DEW","PPP","TOT","NATUSD","A","1968",1.308165,
"DEW","PPP","TOT","NATUSD","A","1969",1.295629,
"DEW","PPP","TOT","NATUSD","A","1970",1.303072,
"DEW","PPP","TOT","NATUSD","A","1971",1.334555,
"DEW","PPP","TOT","NATUSD","A","1972",1.337055,
"DEW","PPP","TOT","NATUSD","A","1973",1.347917,
"DEW","PPP","TOT","NATUSD","A","1974",1.326776,
"DEW","PPP","TOT","NATUSD","A","1975",1.28311,
"DEW","PPP","TOT","NATUSD","A","1976",1.256547,
"DEW","PPP","TOT","NATUSD","A","1977",1.219827,
"DEW","PPP","TOT","NATUSD","A","1978",1.18022,
"DEW","PPP","TOT","NATUSD","A","1979",1.136884,
"DEW","PPP","TOT","NATUSD","A","1980",1.099667,
"DEW","PPP","TOT","NATUSD","A","1981",1.04778,
"DEW","PPP","TOT","NATUSD","A","1982",1.031753,
"DEW","PPP","TOT","NATUSD","A","1983",1.02045,
"DEW","PPP","TOT","NATUSD","A","1984",1.005072,
"DEW","PPP","TOT","NATUSD","A","1985",0.994618,
"DEW","PPP","TOT","NATUSD","A","1986",1.004198,
"DEW","PPP","TOT","NATUSD","A","1987",0.991735,
"DEW","PPP","TOT","NATUSD","A","1988",0.974387,
"DEW","PPP","TOT","NATUSD","A","1989",0.96492,
"DEW","PPP","TOT","NATUSD","A","1990",0.962098,
"DEW","PPP","TOT","NATUSD","A","1991",0.959853,
"DEW","PPP","TOT","NATUSD","A","1992",0.989134,
"DEW","PPP","TOT","NATUSD","A","1993",1.004635,
"DEW","PPP","TOT","NATUSD","A","1994",1.008222,
"DEW","PPP","TOT","NATUSD","A","1995",1.007466,
"LVA","PPP","TOT","NATUSD","A","1994",0.243,
"LVA","PPP","TOT","NATUSD","A","1995",0.296034,
"LVA","PPP","TOT","NATUSD","A","1996",0.32802,
"LVA","PPP","TOT","NATUSD","A","1997",0.341878,
"LVA","PPP","TOT","NATUSD","A","1998",0.35307,
"LVA","PPP","TOT","NATUSD","A","1999",0.354316,
"LVA","PPP","TOT","NATUSD","A","2000",0.360807,
"LVA","PPP","TOT","NATUSD","A","2001",0.353372,
"LVA","PPP","TOT","NATUSD","A","2002",0.360954,
"LVA","PPP","TOT","NATUSD","A","2003",0.37821,
"LVA","PPP","TOT","NATUSD","A","2004",0.399331,
"LVA","PPP","TOT","NATUSD","A","2005",0.438592,
"LVA","PPP","TOT","NATUSD","A","2006",0.488962,
"LVA","PPP","TOT","NATUSD","A","2007",0.565745,
"LVA","PPP","TOT","NATUSD","A","2008",0.575542,
"LVA","PPP","TOT","NATUSD","A","2009",0.521103,
"LVA","PPP","TOT","NATUSD","A","2010",0.487009,
"LVA","PPP","TOT","NATUSD","A","2011",0.498503,
"LVA","PPP","TOT","NATUSD","A","2012",0.506203,
"LVA","PPP","TOT","NATUSD","A","2013",0.499271,
"LVA","PPP","TOT","NATUSD","A","2014",0.497558,
"LVA","PPP","TOT","NATUSD","A","2015",0.497569,
"LVA","PPP","TOT","NATUSD","A","2016",0.484535,
"LVA","PPP","TOT","NATUSD","A","2017",0.484537,
"LVA","PPP","TOT","NATUSD","A","2018",0.489931,
"LVA","PPP","TOT","NATUSD","A","2019",0.486824,
"LVA","PPP","TOT","NATUSD","A","2020",0.482772,
"LVA","PPP","TOT","NATUSD","A","2021",0.508965,
"LVA","PPP","TOT","NATUSD","A","2022",0.50925,
"LTU","PPP","TOT","NATUSD","A","1995",0.360577,
"LTU","PPP","TOT","NATUSD","A","1996",0.422245,
"LTU","PPP","TOT","NATUSD","A","1997",0.463794,
"LTU","PPP","TOT","NATUSD","A","1998",0.472578,
"LTU","PPP","TOT","NATUSD","A","1999",0.461163,
"LTU","PPP","TOT","NATUSD","A","2000",0.451663,
"LTU","PPP","TOT","NATUSD","A","2001",0.432808,
"LTU","PPP","TOT","NATUSD","A","2002",0.420731,
"LTU","PPP","TOT","NATUSD","A","2003",0.403973,
"LTU","PPP","TOT","NATUSD","A","2004",0.414036,
"LTU","PPP","TOT","NATUSD","A","2005",0.435161,
"LTU","PPP","TOT","NATUSD","A","2006",0.446318,
"LTU","PPP","TOT","NATUSD","A","2007",0.470144,
"LTU","PPP","TOT","NATUSD","A","2008",0.492829,
"LTU","PPP","TOT","NATUSD","A","2009",0.469369,
"LTU","PPP","TOT","NATUSD","A","2010",0.450379,
"LTU","PPP","TOT","NATUSD","A","2011",0.451919,
"LTU","PPP","TOT","NATUSD","A","2012",0.452657,
"LTU","PPP","TOT","NATUSD","A","2013",0.443347,
"LTU","PPP","TOT","NATUSD","A","2014",0.44262,
"LTU","PPP","TOT","NATUSD","A","2015",0.445858,
"LTU","PPP","TOT","NATUSD","A","2016",0.43844,
"LTU","PPP","TOT","NATUSD","A","2017",0.44272,
"LTU","PPP","TOT","NATUSD","A","2018",0.44662,
"LTU","PPP","TOT","NATUSD","A","2019",0.438134,
"LTU","PPP","TOT","NATUSD","A","2020",0.443761,
"LTU","PPP","TOT","NATUSD","A","2021",0.457769,
"LTU","PPP","TOT","NATUSD","A","2022",0.478849,
"SAU","PPP","TOT","NATUSD","A","1970",0.446188,
"SAU","PPP","TOT","NATUSD","A","1971",0.471683,
"SAU","PPP","TOT","NATUSD","A","1972",0.454919,
"SAU","PPP","TOT","NATUSD","A","1973",0.474891,
"SAU","PPP","TOT","NATUSD","A","1974",0.99438,
"SAU","PPP","TOT","NATUSD","A","1975",0.882648,
"SAU","PPP","TOT","NATUSD","A","1976",1.019232,
"SAU","PPP","TOT","NATUSD","A","1977",1.038029,
"SAU","PPP","TOT","NATUSD","A","1978",1.021863,
"SAU","PPP","TOT","NATUSD","A","1979",1.183677,
"SAU","PPP","TOT","NATUSD","A","1980",1.483953,
"SAU","PPP","TOT","NATUSD","A","1981",1.474692,
"SAU","PPP","TOT","NATUSD","A","1982",1.316578,
"SAU","PPP","TOT","NATUSD","A","1983",1.172671,
"SAU","PPP","TOT","NATUSD","A","1984",1.103191,
"SAU","PPP","TOT","NATUSD","A","1985",0.997756,
"SAU","PPP","TOT","NATUSD","A","1986",0.796399,
"SAU","PPP","TOT","NATUSD","A","1987",0.806691,
"SAU","PPP","TOT","NATUSD","A","1988",0.741503,
"SAU","PPP","TOT","NATUSD","A","1989",0.770356,
"SAU","PPP","TOT","NATUSD","A","1990",0.846625,
"SAU","PPP","TOT","NATUSD","A","1991",0.800402,
"SAU","PPP","TOT","NATUSD","A","1992",0.780247,
"SAU","PPP","TOT","NATUSD","A","1993",0.749495,
"SAU","PPP","TOT","NATUSD","A","1994",0.74186,
"SAU","PPP","TOT","NATUSD","A","1995",0.7689,
"SAU","PPP","TOT","NATUSD","A","1996",0.814295,
"SAU","PPP","TOT","NATUSD","A","1997",0.828186,
"SAU","PPP","TOT","NATUSD","A","1998",0.704855,
"SAU","PPP","TOT","NATUSD","A","1999",0.795763,
"SAU","PPP","TOT","NATUSD","A","2000",0.863324,
"SAU","PPP","TOT","NATUSD","A","2001",0.830399,
"SAU","PPP","TOT","NATUSD","A","2002",0.866362,
"SAU","PPP","TOT","NATUSD","A","2003",0.869276,
